Company,Model,Variant,Ex-Showroom_Price,Energy_source(cc/kwh),Drivetrain,Fuel_Tank_Capacity,Fuel_Type,Type,Seating_Capacity,Seats_Material,Cylinders,Cylinder_Configuration,Engine_Location,Height,Length,Width,Body_Type,Power_Value,Power_Unit,Power_RPM,Torque_Value,Torque_Unit,Torque_RPM_Min
Tata,Nano Genx,Xt,292667,624,RWD (Rear Wheel Drive),24.0,Petrol,Manual,4,Fabric,2,In-line,"Rear, Transverse",1652,3164,1750,Hatchback,38,PS,5500.0,51.0,NM,4000.0
Tata,Nano Genx,Xe,236447,624,RWD (Rear Wheel Drive),24.0,Petrol,Manual,4,Fabric,2,In-line,"Rear, Transverse",1652,3164,1750,Hatchback,38,PS,5500.0,51.0,NM,4000.0
Tata,Nano Genx,Emax Xm,296661,624,RWD (Rear Wheel Drive),15.0,CNG,Manual,4,Fabric,2,In-line,"Rear, Transverse",1652,3164,1750,Hatchback,38,PS,5500.0,51.0,NM,4000.0
Tata,Nano Genx,Xta,334768,624,RWD (Rear Wheel Drive),24.0,Petrol,Automatic,4,Fabric,2,In-line,"Rear, Transverse",1652,3164,1750,Hatchback,38,PS,5500.0,51.0,NM,4000.0
Tata,Nano Genx,Xm,272223,624,RWD (Rear Wheel Drive),24.0,Petrol,Manual,4,Fabric,2,In-line,"Rear, Transverse",1652,3164,1750,Hatchback,38,PS,5500.0,51.0,NM,4000.0
Tata,Nano Genx,Xma,314815,624,RWD (Rear Wheel Drive),24.0,Petrol,Automatic,4,Fabric,2,In-line,"Rear, Transverse",1652,3164,1750,Hatchback,38,PS,5500.0,51.0,NM,4000.0
Datsun,Redi-Go,D,279650,799,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1541,3429,1560,Hatchback,54,PS,5678.0,72.0,NM,4386.0
Datsun,Redi-Go,T,351832,799,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1541,3429,1560,Hatchback,54,PS,5678.0,72.0,NM,4386.0
Datsun,Redi-Go,A,333419,799,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1541,3429,1560,Hatchback,54,PS,5678.0,72.0,NM,4386.0
Datsun,Redi-Go,S,362000,799,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1541,3429,1560,Hatchback,54,PS,5678.0,72.0,NM,4386.0
Datsun,Redi-Go,1.0 S,390000,999,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1541,3429,1560,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Datsun,Redi-Go,1.0 S Amt,437065,999,FWD (Front Wheel Drive),28.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1541,3429,1560,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Renault,Kwid,Rxe 0.8,353290,799,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,54,PS,5678.0,72.0,NM,4386.0
Renault,Kwid,Std 0.8,283290,799,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,54,PS,5678.0,72.0,NM,4386.0
Renault,Kwid,Rxl 0.8,383290,799,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,54,PS,5678.0,72.0,NM,4386.0
Renault,Kwid,Rxt 0.8,413290,799,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1580,Hatchback,54,PS,5678.0,72.0,NM,4386.0
Renault,Kwid,Rxt 1.0,433290,999,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Renault,Kwid,Climber 1.0 Mt,454490,999,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Renault,Kwid,Rxt Amt 1.0,463290,999,FWD (Front Wheel Drive),28.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Renault,Kwid,Climber Amt 1.0,484490,999,FWD (Front Wheel Drive),28.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Renault,Kwid,Rxt (O) 1.0,440990,999,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Renault,Kwid,Rxt (O) Amt 1.0,470990,999,FWD (Front Wheel Drive),28.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Renault,Kwid,Climber (O) Mt 1.0,462190,999,FWD (Front Wheel Drive),28.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Renault,Kwid,Climber (O) Amt 1.0,492190,999,FWD (Front Wheel Drive),28.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1490,3731,1579,Hatchback,68,PS,5500.0,91.0,NM,4250.0
Maruti Suzuki,Eeco,5 Str,352136,1196,RWD (Rear Wheel Drive),40.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1800,3675,1475,MPV,73,PS,6000.0,101.0,NM,3000.0
Maruti Suzuki,Eeco,7 Str,380573,1196,FWD (Front Wheel Drive),40.0,Petrol,Manual,7,Fabric,4,In-line,"Front, Longitudinal",1800,3675,1475,MPV,74,PS,6000.0,101.0,NM,3000.0
Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,1196,RWD (Rear Wheel Drive),40.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1800,3675,1475,MPV,73,PS,6000.0,101.0,NM,3000.0
Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,1196,RWD (Rear Wheel Drive),40.0,CNG,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1800,3675,1475,MPV,62,PS,6000.0,85.0,NM,3000.0
Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,1196,RWD (Rear Wheel Drive),40.0,CNG,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1800,3675,1475,MPV,62,PS,6000.0,85.0,NM,3000.0
Maruti Suzuki,Alto K10,Lxi,377588,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3545,1490,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Alto K10,Vxi,394036,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3545,1490,Hatchback,68,PS,6200.0,90.0,NM,3500.0
Maruti Suzuki,Alto K10,Lx,360843,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3545,1490,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Alto K10,Vxi (O),407238,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1460,3620,1475,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Alto K10,Lxi Cng (O),439777,998,FWD (Front Wheel Drive),35.0,CNG,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3545,1490,Hatchback,59,PS,6000.0,78.0,NM,3500.0
Maruti Suzuki,Alto K10,Vxi Amt (O),438559,998,FWD (Front Wheel Drive),35.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1475,3545,1490,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Datsun,Go,D,374990,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1507,3788,1636,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Datsun,Go,T,468229,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1507,3788,1636,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Datsun,Go,T (O),502492,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1507,3788,1636,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Datsun,Go,A (O),499990,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1507,3788,1636,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Datsun,Go,A,469990,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1507,3788,1636,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Datsun,Go,T Vdc,528464,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1507,3788,1636,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Datsun,Go,T (O) Vdc,553015,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1507,3788,1636,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Datsun,Go,T Cvt,594464,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1507,3788,1636,Hatchback,78,PS,5000.0,104.0,NM,4000.0
Datsun,Go,T (O) Cvt,618015,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1507,3788,1636,Hatchback,78,PS,5000.0,104.0,NM,4000.0
Maruti Suzuki,Celerio Tour,H2,422444,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio Tour,H2 Cng,480670,998,FWD (Front Wheel Drive),60.0,CNG,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3695,1600,Hatchback,59,BHP,6000.0,78.0,NM,3500.0
Hyundai,Santro,Era Mt,429990,1086,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1560,3610,1645,Hatchback,69,PS,5500.0,99.04,NM,4500.0
Hyundai,Santro,Magna Mt,503990,1086,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1560,3610,1645,Hatchback,69,PS,5500.0,99.04,NM,4500.0
Hyundai,Santro,Magna Mt Cng,547990,1086,FWD (Front Wheel Drive),35.0,CNG,Manual,5,Fabric,4,In-line,"Front, Transverse",1560,3610,1645,Hatchback,59,PS,5500.0,99.04,NM,4500.0
Hyundai,Santro,Magna Amt,530990,1086,FWD (Front Wheel Drive),35.0,Petrol,AMT,5,Fabric,4,In-line,"Front, Transverse",1560,3610,1645,Hatchback,69,PS,5500.0,10.1,KGM,4500.0
Hyundai,Santro,Sportz Mt,512990,1086,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1560,3610,1645,Hatchback,69,PS,5500.0,10.1,KGM,4500.0
Hyundai,Santro,Sportz Mt Cng,578990,1086,FWD (Front Wheel Drive),60.0,CNG,Manual,5,Fabric,4,In-line,"Front, Transverse",1560,3610,1645,Hatchback,59,PS,5500.0,8.3,KGM,4500.0
Hyundai,Santro,Sportz Amt,570990,1086,FWD (Front Wheel Drive),35.0,Petrol,AMT,5,Fabric,4,In-line,"Front, Transverse",1560,3610,1645,Hatchback,69,PS,5500.0,10.1,KGM,4500.0
Hyundai,Santro,Asta Mt,556490,1086,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1560,3610,1645,Hatchback,69,PS,5500.0,99.04,NM,4500.0
Tata,Tiago,Revotron Xe,460000,1199,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1535,3765,1677,Hatchback,86,PS,6000.0,114.0,NM,3300.0
Tata,Tiago,Revotron Xt,520000,1199,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1535,3746,1647,Hatchback,86,PS,6000.0,114.0,NM,3300.0
Tata,Tiago,Revotron Xz,570000,1199,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1535,3746,1647,Hatchback,86,PS,6000.0,114.0,NM,3300.0
Tata,Tiago,Revotron Xz Plus,599000,1199,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1535,3746,1647,Hatchback,86,PS,6000.0,114.0,NM,3300.0
Tata,Tiago,Revotron Xz Plus Dual Tone,610000,1199,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1535,3746,1647,Hatchback,86,PS,6000.0,114.0,NM,3300.0
Tata,Tiago,Revotron Xza,620000,1199,FWD (Front Wheel Drive),35.0,Petrol,AMT,5,Fabric,3,In-line,"Front, Transverse",1535,3746,1647,Hatchback,86,PS,6000.0,114.0,NM,3300.0
Tata,Tiago,Revotron Xza Plus,649000,1199,FWD (Front Wheel Drive),35.0,Petrol,AMT,5,Fabric,3,In-line,"Front, Transverse",1535,3746,1647,Hatchback,86,PS,6000.0,114.0,NM,3300.0
Tata,Tiago,Revotron Xza Plus Dual Tone,660000,1199,FWD (Front Wheel Drive),35.0,Petrol,AMT,5,Fabric,3,In-line,"Front, Transverse",1535,3746,1647,Hatchback,86,PS,6000.0,114.0,NM,3300.0
Maruti Suzuki,Celerio X,Vxi (O),481074,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio X,Vxi,475198,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio X,Vxi Amt,518198,998,FWD (Front Wheel Drive),35.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio X,Vxi Amt (O),524074,998,FWD (Front Wheel Drive),35.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio X,Zxi,499734,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio X,Zxi (O),540350,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio X,Zxi Amt,542735,998,FWD (Front Wheel Drive),35.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio X,Zxi Amt (O),552350,998,FWD (Front Wheel Drive),35.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Ignis,Alpha 1.2 Amt,713898,1197,FWD (Front Wheel Drive),32.0,Petrol,AMT,5,Fabric,4,In-line,"Front, Transverse",1595,3700,1690,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Ignis,Alpha 1.2 Mt,666898,1197,FWD (Front Wheel Drive),32.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1595,3700,1690,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Ignis,Delta 1.2 Amt,607841,1197,FWD (Front Wheel Drive),32.0,Petrol,AMT,5,Fabric,4,In-line,"Front, Transverse",1595,3700,1690,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Ignis,Delta 1.2 Mt,560841,1197,FWD (Front Wheel Drive),32.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1595,3700,1690,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Ignis,Sigma 1.2 Mt,483320,1197,FWD (Front Wheel Drive),32.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1595,3700,1690,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Ignis,Zeta 1.2 Amt,630320,1197,FWD (Front Wheel Drive),32.0,Petrol,AMT,5,Fabric,4,In-line,"Front, Transverse",1595,3700,1690,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Ignis,Zeta 1.2 Mt,583320,1197,FWD (Front Wheel Drive),32.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1595,3700,1690,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Renault,Triber,Rxe,495000,999,FWD (Front Wheel Drive),40.0,Petrol,Manual,7,Fabric,3,In-line,"Front, Transverse",1643,3990,1739,MUV,72,PS,62050.0,96.0,NM,3500.0
Renault,Triber,Rxl,559000,999,FWD (Front Wheel Drive),40.0,Petrol,Manual,7,Fabric,3,In-line,"Front, Transverse",1643,3990,1739,MUV,72,PS,62050.0,96.0,NM,3500.0
Renault,Triber,Rxt,609000,999,FWD (Front Wheel Drive),40.0,Petrol,Manual,7,Fabric,3,In-line,"Front, Transverse",1643,3990,1739,MUV,72,PS,62050.0,96.0,NM,3500.0
Renault,Triber,Rxz,663000,999,FWD (Front Wheel Drive),40.0,Petrol,Manual,7,Fabric,3,In-line,"Front, Transverse",1643,3990,1739,MUV,72,PS,62050.0,96.0,NM,3500.0
Premier,Rio,Gx,506000,1173,FWD (Front Wheel Drive),46.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1730,3970,1570,SUV,76,NA,,103.9,NM,3500.0
Premier,Rio,Ex,568623,1489,FWD (Front Wheel Drive),46.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1730,3970,1570,SUV,64,PS,4000.0,152.0,NM,2500.0
Premier,Rio,Glx,670000,1173,FWD (Front Wheel Drive),46.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1730,3970,1570,SUV,76,NA,,103.9,NM,3500.0
Premier,Rio,Dx,603000,1489,FWD (Front Wheel Drive),46.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1730,3970,1570,SUV,64,PS,4000.0,152.0,NM,2250.0
Premier,Rio,Lx,739000,1489,FWD (Front Wheel Drive),46.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1730,3970,1570,SUV,64,PS,4000.0,152.0,NM,2250.0
Premier,Rio,Crdi4,739000,1248,FWD (Front Wheel Drive),46.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1730,3970,1570,SUV,72,PS,4000.0,183.0,NM,1800.0
Toyota,Etios Liva,G,520300,1197,FWD (Front Wheel Drive),45.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,80,PS,5600.0,104.0,NM,3100.0
Toyota,Etios Liva,V,581000,1197,FWD (Front Wheel Drive),45.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,80,PS,5600.0,104.0,NM,3100.0
Toyota,Etios Liva,Gd,647800,1364,FWD (Front Wheel Drive),45.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,68,PS,3800.0,170.0,NM,1800.0
Toyota,Etios Liva,Vx,630000,1197,FWD (Front Wheel Drive),45.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,80,PS,5600.0,104.0,NM,3100.0
Toyota,Etios Liva,Vxd,745000,1364,FWD (Front Wheel Drive),45.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,68,PS,3800.0,170.0,NM,1800.0
Toyota,Etios Liva,Vd,704000,1364,FWD (Front Wheel Drive),45.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,68,PS,3800.0,170.0,NM,1800.0
Toyota,Etios Liva,Dual Tone V,597700,1197,FWD (Front Wheel Drive),45.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,80,PS,5600.0,104.0,NM,3100.0
Toyota,Etios Liva,Dual Tone Vd,720700,1364,FWD (Front Wheel Drive),45.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,68,PS,3800.0,170.0,NM,1800.0
Toyota,Etios Liva,Dual Tone Vx,641700,1197,FWD (Front Wheel Drive),45.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,80,PS,5600.0,104.0,NM,3100.0
Toyota,Etios Liva,Dual Tone Vxd,756700,1364,FWD (Front Wheel Drive),45.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,68,PS,3800.0,170.0,NM,1800.0
Toyota,Etios Liva,Gx,558400,1197,FWD (Front Wheel Drive),45.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,80,PS,5600.0,104.0,NM,3100.0
Toyota,Etios Liva,Gxd,686000,1364,FWD (Front Wheel Drive),45.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,68,PS,3800.0,170.0,NM,1800.0
Toyota,Etios Liva,Vx Dual Tone Limited Edition,662700,1197,FWD (Front Wheel Drive),45.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,80,PS,5600.0,104.0,NM,3100.0
Toyota,Etios Liva,Vxd Dual Tone Limited Edition,777700,1364,FWD (Front Wheel Drive),45.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1510,3884,1695,Hatchback,68,PS,3800.0,170.0,NM,1800.0
Nissan,Micra Active,Xl,525021,1198,FWD (Front Wheel Drive),41.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1530,3801,1665,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Nissan,Micra Active,Xv,599950,1198,FWD (Front Wheel Drive),41.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1530,3801,1665,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Nissan,Micra Active,Xl (O),563133,1198,FWD (Front Wheel Drive),41.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1530,3801,1665,Hatchback,68,PS,5000.0,104.0,NM,4000.0
Tata,Bolt,Xt Diesel,787980,1248,FWD (Front Wheel Drive),44.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1562,3825,1695,Hatchback,75,PS,4000.0,190.0,NM,1750.0
Tata,Bolt,Xe Diesel,661111,1248,FWD (Front Wheel Drive),44.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1562,3825,1695,Hatchback,75,PS,4000.0,190.0,NM,1750.0
Tata,Bolt,Xm Diesel,693798,1248,FWD (Front Wheel Drive),44.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1562,3825,1695,Hatchback,75,PS,4000.0,190.0,NM,1750.0
Tata,Bolt,Xms Diesel,719661,1248,FWD (Front Wheel Drive),44.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1562,3825,1695,Hatchback,75,PS,4000.0,190.0,NM,1750.0
Tata,Bolt,Xt Petrol,674960,1193,FWD (Front Wheel Drive),44.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1562,3825,1695,Hatchback,90,PS,5000.0,140.0,NM,1500.0
Tata,Bolt,Xe Petrol,529035,1193,FWD (Front Wheel Drive),44.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1562,3825,1695,Hatchback,90,PS,5000.0,140.0,NM,1500.0
Tata,Bolt,Xm Petrol,590268,1193,FWD (Front Wheel Drive),44.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1562,3825,1695,Hatchback,90,PS,5000.0,140.0,NM,1500.0
Tata,Bolt,Xms Petrol,614515,1193,FWD (Front Wheel Drive),44.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1562,3825,1695,Hatchback,90,PS,5000.0,140.0,NM,1500.0
Hyundai,Xcent Prime,Cng T + (Cng +,556130,1197,FWD (Front Wheel Drive),43.0,CNG + Petrol,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1520,3995,1660,Sedan,83,PS,6000.0,114.0,NM,6000.0
Hyundai,Xcent Prime,T,536859,1197,FWD (Front Wheel Drive),43.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1520,3995,1660,Sedan,83,PS,6000.0,114.0,NM,6000.0
Hyundai,Xcent Prime,T+,556130,1197,FWD (Front Wheel Drive),43.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1520,3995,1660,Sedan,83,PS,6000.0,114.0,NM,6000.0
Hyundai,Xcent Prime,Cng T (Cng +,536859,1197,FWD (Front Wheel Drive),43.0,CNG + Petrol,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1520,3995,1660,Sedan,81,NA,,114.0,NM,6000.0
Hyundai,Xcent Prime,T+ Crdi,639616,1197,FWD (Front Wheel Drive),43.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1520,3995,1660,Sedan,70,BHP,4000.0,114.0,NM,6000.0
Hyundai,Xcent Prime,T Crdi,620297,1197,FWD (Front Wheel Drive),43.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Longitudinal",1520,3995,1660,Sedan,71,PS,4000.0,114.0,NM,6000.0
Maruti Suzuki,Dzire Tour,Ldi,653523,1248,FWD (Front Wheel Drive),42.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1555,3995,1695,Sedan,75,PS,4000.0,190.0,NM,2000.0
Maruti Suzuki,Dzire Tour,Lxi,553423,1197,FWD (Front Wheel Drive),42.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1555,3995,1695,Sedan,83,PS,6000.0,115.0,NM,4000.0
Maruti Suzuki,Dzire Tour,Lxi Cng,598940,1197,FWD (Front Wheel Drive),42.0,CNG,Manual,5,Fabric,4,In-line,"Front, Transverse",1555,3995,1695,Sedan,69,BHP,6000.0,115.0,NM,4000.0
Hyundai,Elite I20,Era 1.2,559693,1197,FWD (Front Wheel Drive),45.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1505,3995,1710,Hatchback,84,PS,6000.0,115.0,NM,4000.0
Hyundai,Elite I20,Era 1.4 Crdi,697803,1396,FWD (Front Wheel Drive),45.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1505,3985,1734,Hatchback,90,PS,4000.0,220.0,NM,1500.0
Hyundai,Elite I20,Magna Plus,634950,1197,FWD (Front Wheel Drive),45.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1505,3985,1734,Hatchback,84,PS,6000.0,115.0,NM,4000.0
